query_info, query_length, query_coverage, subject_def, subject_length, subject_coverage, identity, align_length, gaps, query_start, query_end, query_frame, subject_start, subject_end, expect, score
Gene.11674::TRINITY_DN33871_c0_g1_i1-Cluster-2602.24049-9.58205::g.11674::m.11674 Gene.11674::TRINITY_DN33871_c0_g1_i1-Cluster-2602.24049-9.58205::g.11674 ORF type:complete len:645 (-) TRINITY_DN33871_c0_g1_i1-Cluster-2602.24049-9.58205:177-2111(-),645,0.9565891472868217,Lsta_ME_v2_CLC_241 Lstag_sfc_5 ,645,0.9534883720930233,0.5080645161290323,620,8,13,629,0,13,627,0.0,1663.0
Gene.1744::TRINITY_DN34061_c0_g1_i1-Cluster-2602.17028-263.299::g.1744::m.1744 Gene.1744::TRINITY_DN34061_c0_g1_i1-Cluster-2602.17028-263.299::g.1744 ORF type:complete len:412 (+) TRINITY_DN34061_c0_g1_i1-Cluster-2602.17028-263.299:331-1566(+),412,0.9344660194174758,Lsta_ME_v2_idb_53476 Lstag_sfc_33 ,466,0.9098712446351931,0.4329411764705882,425,41,20,404,0,34,457,3.66196e-112,845.0
Gene.8638::TRINITY_DN34255_c0_g1_i1-Cluster-2602.15937-10.4211::g.8638::m.8638 Gene.8638::TRINITY_DN34255_c0_g1_i1-Cluster-2602.15937-10.4211::g.8638 ORF type:complete len:197 (+) TRINITY_DN34255_c0_g1_i1-Cluster-2602.15937-10.4211:204-794(+),197,0.9949238578680203,Cnem450 ,198,1.0,0.5858585858585859,198,2,1,196,0,1,198,3.09054e-76,561.0
Gene.6366::TRINITY_DN3562_c0_g2_i1-Cluster-3059.0-2.7376::g.6366::m.6366 Gene.6366::TRINITY_DN3562_c0_g2_i1-Cluster-3059.0-2.7376::g.6366 ORF type:5prime_partial len:331 (+) TRINITY_DN3562_c0_g2_i1-Cluster-3059.0-2.7376:2-994(+),331,0.5589123867069486,Cnem1323 ,206,0.941747572815534,0.36363636363636365,198,17,137,321,0,1,194,2.80673e-34,294.0
Gene.7665::TRINITY_DN35799_c0_g1_i1-Cluster-2602.10976-22.1009::g.7665::m.7665 Gene.7665::TRINITY_DN35799_c0_g1_i1-Cluster-2602.10976-22.1009::g.7665 ORF type:3prime_partial len:293 (+) TRINITY_DN35799_c0_g1_i1-Cluster-2602.10976-22.1009:150-1025(+),292,0.19863013698630136,Cnem104312 ,73,0.7808219178082192,0.43103448275862066,58,1,233,290,0,1,57,7.21276e-12,125.0
Gene.9150::TRINITY_DN35941_c0_g1_i1-Cluster-2602.15687-45.7073::g.9150::m.9150 Gene.9150::TRINITY_DN35941_c0_g1_i1-Cluster-2602.15687-45.7073::g.9150 ORF type:3prime_partial len:361 (-) TRINITY_DN35941_c0_g1_i1-Cluster-2602.15687-45.7073:1-1080(-),360,0.39444444444444443,Cnem169764 ,185,0.7675675675675676,0.7605633802816901,142,0,72,213,0,44,185,2.50498e-75,570.0
Gene.370::TRINITY_DN36152_c0_g1_i1-Cluster-2602.10968-15.4851::g.370::m.370 Gene.370::TRINITY_DN36152_c0_g1_i1-Cluster-2602.10968-15.4851::g.370 ORF type:complete len:427 (-) TRINITY_DN36152_c0_g1_i1-Cluster-2602.10968-15.4851:229-1509(-),427,0.21779859484777517,Cnem943 ,92,0.9782608695652174,0.5161290322580645,93,3,333,425,0,2,91,1.28368e-32,278.0
Gene.1834::TRINITY_DN36528_c0_g2_i1-Cluster-2602.17566-239.137::g.1834::m.1834 Gene.1834::TRINITY_DN36528_c0_g2_i1-Cluster-2602.17566-239.137::g.1834 ORF type:5prime_partial len:228 (-) TRINITY_DN36528_c0_g2_i1-Cluster-2602.17566-239.137:8-691(-),228,0.40350877192982454,Cnem943 ,92,1.0,0.9130434782608695,92,0,136,227,0,1,92,7.1836e-63,466.0
Gene.12283::TRINITY_DN36596_c0_g1_i2-Cluster-2602.16331-1255.51::g.12283::m.12283 Gene.12283::TRINITY_DN36596_c0_g1_i2-Cluster-2602.16331-1255.51::g.12283 ORF type:complete len:456 (+) TRINITY_DN36596_c0_g1_i2-Cluster-2602.16331-1255.51:393-1760(+),456,0.9714912280701754,Lsta_ME_v2_Tri_206671 Lstag_sfc_32 ,578,0.759515570934256,0.6320541760722348,443,4,13,455,0,14,452,0.0,1427.0
Gene.12283::TRINITY_DN36596_c0_g1_i2-Cluster-2602.16331-1255.51::g.12283::m.12283 Gene.12283::TRINITY_DN36596_c0_g1_i2-Cluster-2602.16331-1255.51::g.12283 ORF type:complete len:456 (+) TRINITY_DN36596_c0_g1_i2-Cluster-2602.16331-1255.51:393-1760(+),456,0.9627192982456141,Cnem572 ,450,0.9622222222222222,0.6326530612244898,441,10,13,451,0,16,448,0.0,1403.0
Gene.8835::TRINITY_DN37229_c1_g1_i2-Cluster-2602.20004-11.0484::g.8835::m.8835 Gene.8835::TRINITY_DN37229_c1_g1_i2-Cluster-2602.20004-11.0484::g.8835 ORF type:5prime_partial len:309 (-) TRINITY_DN37229_c1_g1_i2-Cluster-2602.20004-11.0484:95-1021(-),309,0.284789644012945,Cnem943 ,92,0.9565217391304348,0.5,88,0,213,300,0,1,88,7.68796e-32,266.0
Gene.8875::TRINITY_DN37387_c0_g1_i3-Cluster-2602.15090-94.0409::g.8875::m.8875 Gene.8875::TRINITY_DN37387_c0_g1_i3-Cluster-2602.15090-94.0409::g.8875 ORF type:5prime_partial len:285 (+) TRINITY_DN37387_c0_g1_i3-Cluster-2602.15090-94.0409:1-855(+),285,0.21403508771929824,Cnem104312 ,73,0.821917808219178,0.3770491803278688,61,1,222,282,0,1,60,3.0686e-09,106.0
Gene.11876::TRINITY_DN37619_c1_g1_i1-Cluster-2602.24627-17.9593::g.11876::m.11876 Gene.11876::TRINITY_DN37619_c1_g1_i1-Cluster-2602.24627-17.9593::g.11876 ORF type:5prime_partial len:483 (+) TRINITY_DN37619_c1_g1_i1-Cluster-2602.24627-17.9593:3-1451(+),483,0.2981366459627329,Lsta_ME_v2_idb_42787 Lstag_sfc_19 ,195,0.7692307692307693,0.3548387096774194,155,16,337,480,0,46,195,7.00522e-20,196.0
Gene.5962::TRINITY_DN38148_c0_g1_i1-Cluster-2602.23370-10.2762::g.5962::m.5962 Gene.5962::TRINITY_DN38148_c0_g1_i1-Cluster-2602.23370-10.2762::g.5962 ORF type:complete len:395 (+) TRINITY_DN38148_c0_g1_i1-Cluster-2602.23370-10.2762:102-1286(+),395,0.23544303797468355,Cnem943 ,92,0.8804347826086957,0.41935483870967744,93,12,290,382,0,3,83,7.56701e-21,193.0
Gene.4736::TRINITY_DN38631_c0_g1_i2-Cluster-2602.20694-29.0964::g.4736::m.4736 Gene.4736::TRINITY_DN38631_c0_g1_i2-Cluster-2602.20694-29.0964::g.4736 ORF type:complete len:418 (+) TRINITY_DN38631_c0_g1_i2-Cluster-2602.20694-29.0964:103-1356(+),418,0.2607655502392344,Cnem943 ,92,1.0,0.3853211009174312,109,17,305,413,0,1,92,1.73447e-21,198.0
Gene.11891::TRINITY_DN38898_c0_g1_i2-Cluster-2602.22270-74.446::g.11891::m.11891 Gene.11891::TRINITY_DN38898_c0_g1_i2-Cluster-2602.22270-74.446::g.11891 ORF type:complete len:413 (-) TRINITY_DN38898_c0_g1_i2-Cluster-2602.22270-74.446:174-1412(-),413,0.9225181598062954,Lsta_ME_v2_idb_53476 Lstag_sfc_33 ,466,0.9012875536480687,0.35764705882352943,425,49,28,408,0,38,457,2.56264e-88,686.0
Gene.4377::TRINITY_DN39005_c0_g1_i5-Cluster-2602.23381-18.6324::g.4377::m.4377 Gene.4377::TRINITY_DN39005_c0_g1_i5-Cluster-2602.23381-18.6324::g.4377 ORF type:complete len:628 (+) TRINITY_DN39005_c0_g1_i5-Cluster-2602.23381-18.6324:432-2315(+),628,0.8598726114649682,Lsta_ME_v2_Tri_206671 Lstag_sfc_32 ,578,0.8979238754325259,0.3567567567567568,555,51,80,619,0,53,571,9.99459e-97,770.0
Gene.4377::TRINITY_DN39005_c0_g1_i5-Cluster-2602.23381-18.6324::g.4377::m.4377 Gene.4377::TRINITY_DN39005_c0_g1_i5-Cluster-2602.23381-18.6324::g.4377 ORF type:complete len:628 (+) TRINITY_DN39005_c0_g1_i5-Cluster-2602.23381-18.6324:432-2315(+),628,0.6878980891719745,Cnem572 ,450,0.9644444444444444,0.37757437070938216,437,8,45,476,0,15,448,9.4299e-82,658.0
Gene.16177::TRINITY_DN39155_c6_g1_i1-Cluster-2602.20194-6.28997::g.16177::m.16177 Gene.16177::TRINITY_DN39155_c6_g1_i1-Cluster-2602.20194-6.28997::g.16177 ORF type:complete len:850 (+) TRINITY_DN39155_c6_g1_i1-Cluster-2602.20194-6.28997:176-2725(+),850,0.07647058823529412,Cnem104312 ,73,0.821917808219178,0.36923076923076925,65,5,757,821,0,1,60,2.71639e-08,102.0
